id_messaggio,testo_messaggio,data_messaggio,data,in_risposta_a
18035530994630250,"No hai ragione tu in quanto razza superiore, buona giornata ariana.",2025-03-14 18:06:56,"1,741,972,016",18133539895402940
18027583439636991,"Dico solo questo Ursula Von Der Leyen ""lady Guerra"", Christine Lagarde ""ciao povevy, Giorgia ""facciamo affari con Israele vendendo armi"" Meloni...ah quando le donne saranno al potere sarà un mondo migliore",2025-03-14 18:08:44,"1,741,972,124",
17848122000428510,e la meloni non conta?,2025-03-14 18:22:03,"1,741,972,923",
18063200422787973,@giuseppe_schilla dai non fare l’emotivo e fatti una risata,2025-03-14 18:35:32,"1,741,973,732",18133539895402940
17907123717076760,Una donna presidente del Consiglio e una donna a capo dell’opposizione... non ho parole,2025-03-14 19:17:40,"1,741,976,260",
17880562284162061,"Anche oggi, grazie mamma per non essere una giornalista.",2025-03-14 19:21:41,"1,741,976,501",
18050340773193761,"Le femministe tossiche che scendono in piazza, che sono svariate migliaia e sempre le stesse alla fine stando a manifestare nn producono nulla e nn stanno lavorando, si possono definire ""ferme"" ma nn mi sembra che per questo l'Italia smetta di funzionare, fatta eccezione per quelli che disturbano coi loro cortei come negozianti e limitrofi. Di essere sempre la contraddizione di ciò che dicono gli riesce così difficile capirlo.",2025-03-14 20:07:16,"1,741,979,236",
18059775641083140,Una delle solite cazzatelle delle femministe,2025-03-14 21:29:45,"1,741,984,185",
18013019867695790,Letteralmente presidente del consiglio: donna. Presidente BCE: donna. Presidente UE: donna. Ma voi non siete normali,2025-03-14 22:17:50,"1,741,987,070",
18065476696915112,@luca.gruppo Sei un grande. Standing ovation,2025-03-14 22:35:39,"1,741,988,139",18052950998180787
17984735585654849,"In qualche modo riescono sempre a cagarsi in mano e prendersi a schiaffi da sole. Un momento ma questo è ""menspleeeeeeeeiiiiiiiningggggggg"" 😂",2025-03-14 22:36:04,"1,741,988,164",18073864447696444
17978134799688722,"Il femminismo è da vietare, spero nel vero patriarcato piuttosto che vedere ste schifezze vagare per le città a frignare",2025-03-14 23:13:35,"1,741,990,415",
17943293213960648,Talmente vero che il premier è una donna😂😂😂😂😂,2025-03-14 23:22:16,"1,741,990,936",
18134762734403536,Ahahha ma dove siamo ? Su scherzi a parte ? Posate il bicchiere,2025-03-14 23:23:26,"1,741,991,006",
18055876289142674,😂,2025-03-14 23:28:02,"1,741,991,282",
18269961964282155,"Anche se si fermassero gli uomini. Sai, edilizia, manutenzione strade, acquedotti, linee elettriche, trivellazioni, petrolio, agricoltura, fabbriche, dalle pentole agli aeroplani.",2025-03-14 23:48:58,"1,741,992,538",
17961606389884318,"@stefano_andreola impianti di riscaldamento, manutenzione linee gas, tutti lavori dove ci vuole forza muscolare in più. A cucinare lo sappiamo fare, stirare pure, le lavatrici e le lavastoviglie fanno tutto da sé. Non so quale sesso si fermi chi ci va più a perdere😂",2025-03-14 23:50:36,"1,741,992,636",18269961964282155
17958774674868573,Quanti insegnanti donne ci sono e quanti uomini? In Medicina? In Infermeria? Nelle sfilate di moda? Chi è Presidente del Consiglio? Nelle facoltà Umanistiche?,2025-03-14 23:52:13,"1,741,992,733",
17907310512014316,"Sapete che questo articolo scadente ci farà perdere altre 30 posizioni nella classifica mondiale della libertà di stampa? Vi ricordo che siamo 56esimi.
Non sarebbe il caso che iniziaste a fare il vostro lavoro in maniera decente e degna invece di cercare di acchiappare il consenso di tutte le minoranze mentalmente distur*ate e perv*rtite?",2025-03-14 23:53:48,"1,741,992,828",
17946913124956324,"@luca.gruppo sai se si fermano questi sopra, hai voglia a dire""se ci fermiamo noi donne si ferma il mondo ""😂😂😂",2025-03-15 00:00:06,"1,741,993,206",18052950998180787
18490326817050342,Speravo di morire prima di sentire cagate come “uomocrazia”,2025-03-15 00:00:22,"1,741,993,222",
18350382826196863,"Così alti che Giorgio Zucchini è stato eletto presidente del consiglio, scandaloso",2025-03-15 00:01:05,"1,741,993,265",
17928369858040747,Davvero devo leggere queste cose qui???,2025-03-15 00:01:27,"1,741,993,287",
18056908826283621,Dipartimenti HR tutti bloccati 🤣,2025-03-15 00:07:07,"1,741,993,627",
17941264379978656,Non credevo che Giorgia Meloni fosse un uomo,2025-03-15 00:11:26,"1,741,993,886",
17845872315432437,Giorgia meloni col suo ciolone di 25 cm: 🧍‍♀️8==D,2025-03-15 00:14:25,"1,741,994,065",
18204189397306915,Presidente consiglio: donna; presidente cassazione: donna; presidente della corte costituzionale: donna. L’educazione in Italia è in mano alle donne 80% degli insegnanti sono donne…. Ma di cosa state parlando?! Unica battaglia da combattere è la parità di salario il resto è fuffa,2025-03-15 00:23:47,"1,741,994,627",
18489659680043651,"Se vi fermate voi non cambia un cazzo. Se ci fermiamo noi invece, ci sarebbe da ridere, parecchio 😏",2025-03-15 00:47:01,"1,741,996,021",
18081505720568040,L'universo*,2025-03-15 01:17:46,"1,741,997,866",
18047782637197807,"Se si fermano gli uomini si ferma il mondo,se si fermano le donne non si ferma una ceppA",2025-03-15 01:19:17,"1,741,997,957",
17925042801041185,“Ci sono solo maschi nelle posizioni di potere” e il premier è letteralmente una donna😅 avete rotto il cazz@,2025-03-15 01:50:48,"1,741,999,848",
18040938233154644,Post misandrico e basta segnalate la pagina in massa fate prima,2025-03-15 01:59:19,"1,742,000,359",
18054882224150197,"È sessimo dire che le donne dovrebbero occupare le stesse posizioni degli uomini, come è sessimo dire il contrario. È razzismo dire che i neri dovrebbero occupare le posizioni dei bianchi, come è razzismo il contrario. Quindi pura ipocrisia quella del femminismo, che tra parentesi finisce quando si inizia a parlare di coscrizione militare. Ma poi, se le posizioni di potere sono occupate da uomini, significa che la meloni e la schlein sono trans?",2025-03-15 02:45:47,"1,742,003,147",
18065439874755752,Effettivamente il nostro Presidente del Consiglio ha un pisello gigante,2025-03-15 03:22:45,"1,742,005,365",
18110533252426746,@alessiomoroni_art 👏👏👏,2025-03-15 07:04:13,"1,742,018,653",18045411659360434
17856175527341433,@niki_i17 e non solo..il capo dell'opposizione è n'altra Donna😂,2025-03-15 07:20:13,"1,742,019,613",17943293213960648
18332908210080993,ma che cazzo vi fumate per diffondere così tanta idiozia e malignità? basta con sta storia,2025-03-15 08:43:15,"1,742,024,595",
18054983851917052,Avete rotto il cazzo con sto dannato femminismo!!!,2025-03-15 09:12:38,"1,742,026,358",
18046349195354569,Pagliacci,2025-03-15 09:13:25,"1,742,026,405",
18072404650836977,"Presidente della commissione Europea è una donna.
Presidente del consiglio dei ministri è una donna.
Io onestamente tutta sta ""Androcrazia"" (molto meglio di Uomocrazia) non la vedo.",2025-03-15 09:26:45,"1,742,027,205",
18274819819265938,"Chissà, magari un giorno saremo governati da una donna.... Ma Hey aspetta, quel giorno è arrivato...",2025-03-15 09:32:59,"1,742,027,579",
18113188837411272,la premier è donna comunque,2025-03-15 09:33:33,"1,742,027,613",
18016068956698216,@daniele.manno_95 Dieci-quindici*,2025-03-15 09:45:47,"1,742,028,347",18108840976484686
18094208638542523,L'analfabetismo funzionale dei commenti  è davvero spassoso! Coraggio @domanieditoriale e grazie per il vostro lavoro!🙌,2025-03-15 10:03:45,"1,742,029,425",
18041354282595822,😂😂 che ridere 🤣 buongiorno 🌞,2025-03-15 10:05:44,"1,742,029,544",
18070239220803941,@the_last_stugis no,2025-03-15 10:23:58,"1,742,030,638",18006487973709648
18075265246740049,PROPAGANDA (pure spicciola e fallimentare),2025-03-15 10:37:02,"1,742,031,422",
18080075317729297,"Pensavo fosse ""lercio"" 😂😂😂😂😂😂😂😂😂",2025-03-15 10:50:15,"1,742,032,215",
18040062167611507,"Io preferirei un mondo senza posizioni di potere e privilegio, più che rendere egualitari CEO e manager 😅",2025-03-15 10:58:10,"1,742,032,690",
17961617168890285,"Vittime nate ahahahahaha, imparate a fare gli uomini che forse vi consideriamo diversamente😂😂",2025-03-15 11:08:00,"1,742,033,280",18052950998180787
18006698237553333,😂,2025-03-15 11:08:57,"1,742,033,337",
17907699588102348,@luca.gruppo come se le donne non facessero lavori faticososi. Piccolino voglio vederti a smerdar3 un anziano di 130 kg in una RSA 5/8 volte al giorno 😂 . Patetico,2025-03-15 11:09:40,"1,742,033,380",18052950998180787
17854649049351938,Ahahahhahahahah,2025-03-15 11:19:44,"1,742,033,984",
17938000346994567,"Infatti il primo ministro e la leader dell’opposizione sono uomini…Poi se vogliamo fare i fenomeni almeno scriviamole bene le cose: androcrazia, non uomocrazia",2025-03-15 11:42:20,"1,742,035,340",
18045382544082838,2 posizioni di potere su quante?,2025-03-15 11:46:49,"1,742,035,609",18072404650836977
17899347651153755,Guarda quanti maschietti indignati nei commentiiiiii 😂😂😂😂,2025-03-15 11:47:38,"1,742,035,658",
18058234549893578,"Io veramente fatico a comprendere la mentalità di voi sinistri. State continuamente a dire che non bisogna etichettare nessuno in base al genere, etnia ecc.. Ma fate continuamente distinzioni del genere. Che poi assurde e surreali ma questo è un'altra storia.",2025-03-15 11:48:35,"1,742,035,715",
18082392025723469,Zizzania,2025-03-15 12:12:10,"1,742,037,130",
17985256727652127,E QUINDI?,2025-03-15 12:27:43,"1,742,038,063",
18392099767107013,Avreste anche rotto 3/4 di minchia,2025-03-15 12:40:53,"1,742,038,853",
18377945116190851,fascisti (maschi e patriarchi) dappertutto,2025-03-15 13:14:14,"1,742,040,854",
18074086984698454,Come si fermerebbe?,2025-03-15 13:17:10,"1,742,041,030",
17916804417077351,Il PdC é?,2025-03-15 13:19:09,"1,742,041,149",
18131466196407309,"Avete ragione se ci fermate voi... si ferma il mondo 😂😂😂😂 i cantieri saranno aperti, l agricoltura sarà aperta...guardate care donne... che il mondo ai ferma se si fermano i settori primari e secondari... settori dove voi donnine NON andreste a lavorare nemmeno con la paga triplicata rispetto ad un uomo....",2025-03-15 13:55:27,"1,742,043,327",
18137779240385221,Giorgia Meloni è un uomo,2025-03-15 13:58:34,"1,742,043,514",
18017339273496011,Io vedo solo misandria,2025-03-15 14:03:45,"1,742,043,825",
17889189102208912,"@y2ro.be esci dai social e vai in giro, ti sorprenderà scoprire che i numeri pompati della tua religione non sono poi così reali e che le donne sono in ogni campo. Se no  arrivano ai vertici dovrebbero semplicemente farsi più il culo e frignare di meno, se non vengono scelte magari è perché sono incompetenti. Ma alla tua religione non piace considerare questa ""strana"" evenienza... 🤷🏻‍♂️😂",2025-03-15 14:19:30,"1,742,044,770",18072404650836977
18074276905696422,@supa_green quindi fammi capire per meritare il tuo rispetto devo… imparare a fare l’uomo? Ti si sono suicidati i neuroni mentre lo scrivevi o veramente non vedi che hai solo confermato che nutri rispetto solo per il genere maschile?,2025-03-15 14:20:49,"1,742,044,849",18052950998180787
18083848096613551,"Oltretutto la Disney creò un telefilm, indeato da femministe per combattere il patriarcato, nel periodo pandemia dove tutti gli uomini, tranne uno, perirono per un virus, le donne si resero conto di non avere competenze per i lavori di manutenzione basilari come gestire una centrale nucleare o semplicemente riattivare la corrente elettrica o pulire le fogne ect...così si organizzarino in numerosi clan opposti pro-uomo e contro-uomo (in assenza di uomini ndr) tipo cheerleaders e iniziarono una guerra sorellicida. In tutto questo delirio, che non era diverso dal criticato ""mondo maschile"", il maschio superstite era un risibile femminista fanatico, un idiot4 dedito all'auto-sabotaggio, a cui le autrici misero in bocca dialoghi femministi indottrinanti. L'unica stagione andata in onda, poi cancellata, dimostrò il contrario del motivo per cui fu creata: la soggettiva misandria narcisistica.",2025-03-15 14:21:23,"1,742,044,883",18063302359809295
18448470163078519,"""Opportunità di accesso ai ruoli di comando"", voi siete fuori.
Avete familiarità con il concetto di merito?",2025-03-15 14:23:23,"1,742,045,003",
18069161305847646,@the_last_stugis soprattutto percepiscono soldi per fare sti post?,2025-03-15 14:25:25,"1,742,045,125",18006487973709648
17896212630189256,"Devo recuperare questa perla ""comica"" 😂",2025-03-15 14:25:34,"1,742,045,134",18063302359809295
17941020059980843,"Era ""Y: L'ultimo Uomo""  buone risate 😂. Ps. Su Disney non c'è più, ovviamente, meglio cancellare le prove di un epic fail. Recupera Invece la serie di fumetti ""Y: The last man"" di Bryan K. da cui le splendide/di hanno ricavato l'adattamento (stravolgimento) per la Disney+.",2025-03-15 14:33:21,"1,742,045,601",18063302359809295
18024484067662415,"No è che quando leggo cagate devo rispondere dicendone altrettante per vedere le femministe rincoglionite come te. Però, per fortuna, ho conosciuto tante donne e FEMMINE degne di essere definite tali. Tu no.",2025-03-15 14:34:41,"1,742,045,681",18052950998180787
18049291658031691,"Cercherò in qualche sito di streaming, poi anche il fumetto. Grazie mille per la segnalazione... 🙏🏻✌🏻😎",2025-03-15 14:54:57,"1,742,046,897",18063302359809295
17935768904878459,@y2ro.be *errata corrige* in ogni campo che non sia lavoro fisico e usurante (esclusa agricoltura) stranamente le battaglie per le quote rosa in quei settori non sono così veementi o che ne so per le quote blu nell'istruzione primaria. 🤷🏻‍♂️,2025-03-15 15:16:38,"1,742,048,198",18072404650836977
18070265722879155,Giornalista terrorista,2025-03-15 15:31:17,"1,742,049,077",
17854877709351248,@giuseppe_schilla solo uomini al potere (letteralmente il presidente del consiglio è donna),2025-03-15 15:32:25,"1,742,049,145",17902651698133989
17886972507229875,😊👍,2025-03-15 15:46:11,"1,742,049,971",18063302359809295
18385341391114619,Analfabeti solo per il titolo,2025-03-15 16:37:32,"1,742,053,052",
18087838546607198,E quindi la Meloni è un uomo. Come no 😂🤡🤡,2025-03-15 18:05:43,"1,742,058,343",
18069732913875768,@feminoska non ti abbattere cosi,2025-03-15 18:21:29,"1,742,059,289",18094208638542523
18487281013062165,E se la premier si identifica in un uomo? Eh? Come la mettiamo luridi transfemministi lgbtantipensierocritico worshippers?,2025-03-15 18:54:30,"1,742,061,270",
17870757669321700,😂,2025-03-15 19:05:53,"1,742,061,953",18094208638542523
18042632117596043,"@y2ro.be il potere è come il rispetto, va giadagnato non preteso.",2025-03-15 19:27:08,"1,742,063,228",18072404650836977
18031421606632795,I commenti sono bellissimi 😂,2025-03-15 19:27:17,"1,742,063,237",
18097414330525699,Pov:Meloni al governo,2025-03-15 19:37:15,"1,742,063,835",
18013550717687484,Articolo del domani? Benissimo..questa propaganda rispecchia in pieno la posizione pessima che ha la stampa in Italia 😢. Editoriali clickbait👏🔥,2025-03-15 19:47:44,"1,742,064,464",
17931383540901782,"Informazioni reperite da associazione mio.Cuggino e zia Teresa, mannaggia al Dio",2025-03-15 19:50:35,"1,742,064,635",
18037659548628473,"Quanti luoghi comuni in questo post ... non bastano i numeri a descrivere i fatti ... che le donne facciano figli lo ha deciso la natura ed è incontrovertibile... questo fatto certamente incide sulla minore presenza delle donne nei posti apicali che richiedono una tipologia di lavoro senza orario ... io non lo vedo questo patriarcato e, sinceramente,  mi spaventa di più chi vuole annullare i ruoli naturali dell'uomo e della che non questa fantomatica uomocrazia.",2025-03-15 21:17:29,"1,742,069,849",
17852255082370724,"""Uomocrazia"" e poi il PD e compagnia non riescono a portare una donna in posizione di potere dai tempi di Nilde Iotti (grande donna). Invece i cattivi fascisti patriarcali di FDI hanno fatto sì che una donna per la prima volta arrivi alla presidenza del consiglio",2025-03-15 21:19:26,"1,742,069,966",
18061294529071348,"@y2ro.be Presidente UE donna, presidente della BCE donna",2025-03-15 21:21:02,"1,742,070,062",18072404650836977
17896654947175711,"@y2ro.be Ah sì poi Kaja Kallas, alto rappresentante UE per gli esteri e la difesa",2025-03-15 21:22:17,"1,742,070,137",18072404650836977
17870084772331098,@y2ro.be Poi i cattivissimi fascisti hanno portato una donna alla presidenza del consiglio 🤣,2025-03-15 21:22:41,"1,742,070,161",18072404650836977
17920590354061685,Rosichi dal 2022😂fai figura migliore a tacere frustrata,2025-03-15 21:25:54,"1,742,070,354",18274425565301642
17858694783385793,E me ne hai dette 4. Su quanti mila uomini?,2025-03-15 21:46:06,"1,742,071,566",18072404650836977
17899873797153520,@y2ro.be 🥱🥱🥱,2025-03-15 21:46:53,"1,742,071,613",18072404650836977
17964767267745083,"@y2ro.be capo dell'opposizione in Italia, Germania e Francia è una donna. L'Inghilterra ha appena sepolto una regina che ha governato 70 anni, abbiamo donne capi di governo e di stato anche in altri paesi europei, basta guardare. Poi oh ognuno crede a quello che vuole",2025-03-15 21:50:01,"1,742,071,801",18072404650836977
17852091636375976,😂😂😂😂,2025-03-15 23:27:28,"1,742,077,648",
17853269808408226,Non serve CREDERE. Basta GUARDARE una qualsiasi foto di un qualsiasi meeting,2025-03-16 11:33:38,"1,742,121,218",18072404650836977
18054731882150248,@y2ro.be se non ricordo male la Germania addirittura è appena uscita da 20 anni di governo di una donna...,2025-03-16 13:57:24,"1,742,129,844",18072404650836977
18109646932474354,"Come gli inglesi con una regina. La parola chiave rimane ""una"". Dimmi, come ci si sente a negare l'evidenza?",2025-03-16 14:16:13,"1,742,130,973",18072404650836977
18374874271144115,"@y2ro.be mah guarda non so che studi tu abbia fatto ma gli inglesi di regine ne hanno avute molte, come molti altri capi di stato donne si sono avute in tutta Europa, e lo sapresti se avessi studiato Storia, poi ripeto ognuno crede a quello che vuole, io guardo ai fatti.",2025-03-16 14:58:22,"1,742,133,502",18072404650836977
